		MS_MS_Count_05fmolExp1	MS_MS_Count_05fmolExp2	MS_MS_Count_10fmolExp1	MS_MS_Count_10fmolExp2	MS_MS_Count_1fmolExp1	MS_MS_Count_1fmolExp2	MS_MS_Count_20fmolExp1	MS_MS_Count_20fmolExp2	MS_MS_Count_50fmolExp1	MS_MS_Count_50fmolExp2	MS_MS_Count_5fmolExp1	MS_MS_Count_5fmolExp2
701	P33991__MCM4	2	6	3	3	4	5	2	3	2	4	2	4
702	J3KPV7__MPST	0	2	0	1	2	1	0	0	1	1	1	2
703	J3KPX7__PHB2	8	3	3	9	2	5	5	5	6	4	3	2
704	J3KQ32__OLA1	1	2	2	1	2	1	1	2	1	1	1	2
705	J3KQ48__PTRH2	0	1	0	2	1	1	0	0	0	1	1	0
706	J3KQ73__FKBP8	0	1	0	0	0	0	0	0	0	1	0	0
707	J3KQB0__THUMPD1	0	0	0	0	0	0	0	0	0	0	0	0
708	P04062__GBA	1	1	0	0	0	0	1	0	0	0	1	1
709	J3KQG6__GSPT2_GSPT1	0	0	0	1	2	1	1	0	1	0	0	0
710	Q13951_2__CBFB	0	0	0	0	0	0	0	0	0	0	0	1
711	Q8TF05__PPP4R1	0	1	0	0	1	1	0	0	0	1	0	1
712	J3QL51__RPL17	1	0	1	2	0	2	2	0	1	0	1	1
713	P83916__CBX1	0	0	2	0	0	0	1	2	0	0	0	0
714	Q7Z4W1__DCXR	0	1	0	0	0	0	0	1	1	0	1	0
715	O43670_4__ZNF207	0	0	0	0	1	0	1	0	0	0	0	0
716	J9JIE6__TMCO1	0	1	0	0	0	0	0	0	0	1	1	1
717	Q96KP4__CNDP2	0	1	0	0	1	0	0	0	1	0	0	1
718	P63173__RPL38	2	2	0	2	2	1	2	1	0	3	2	2
719	J3KTA4__DDX5	3	5	5	5	2	2	4	5	3	4	3	3
720	P84098__RPL19	2	0	4	2	1	2	1	2	2	1	3	2
721	J3QQX2__ARHGDIA	1	3	2	4	4	6	5	4	5	2	4	2
722	J3KTL2__SRSF1	3	2	2	3	3	4	5	3	1	2	4	2
723	J3QK89__CHERP	0	1	0	0	0	0	0	0	0	0	0	0
724	J3QK90__NSFL1C	0	0	1	0	0	0	1	0	1	2	1	1
725	Q9P0L0_2__VAPA	1	0	0	0	1	0	2	0	0	0	1	0
726	P49720__PSMB3	2	2	0	1	1	2	0	1	2	2	2	1
727	Q13045__FLII	0	0	0	0	1	0	1	0	1	1	0	1
728	P62314__SNRPD1	0	1	2	1	0	0	2	0	0	0	2	1
729	Q9Y3D9__MRPS23	0	0	0	0	1	1	0	1	0	1	0	0
730	J3QL43__	0	0	0	0	0	1	0	1	0	1	0	0
731	P51648_2__ALDH3A2	1	1	0	0	0	0	1	0	1	0	0	0
732	P42771_4__CDKN2A	3	1	1	1	1	2	3	1	0	3	1	1
733	O94832__MYO1D	1	2	0	1	0	1	2	1	1	1	0	0
734	O14745__SLC9A3R1	0	1	1	0	0	0	0	0	0	0	1	0
735	J3QRS3__MYL12B_MYL12A	0	0	0	0	0	1	0	0	0	0	0	1
736	O76021__RSL1D1	1	0	0	3	2	0	1	1	2	1	0	0
737	J3QT22__PPME1	0	0	0	0	0	0	0	0	0	1	0	0
738	O43684__BUB3	1	1	1	3	2	0	4	3	0	2	1	1
739	J9JID7__LMNB2	0	0	0	0	1	0	1	0	1	0	1	1
740	Q13085_4__ACACA	0	0	0	0	0	0	0	0	0	0	0	0
741	O95983__MBD3	1	0	0	2	0	0	1	1	0	1	0	1
742	O75153__KIAA0664	0	0	0	1	0	1	0	0	0	0	0	0
743	Q8IYT4__KATNAL2	0	1	0	0	0	0	1	1	1	0	0	0
744	Q9BV38__WDR18	0	0	0	0	0	1	0	0	0	0	0	0
745	Q9UHD8__9_9_2013	0	1	0	0	0	0	0	0	0	0	1	1
746	Q53F39__MPPE1	0	0	0	0	1	0	0	0	0	0	0	0
747	Q6P1N0__CC2D1A	0	0	0	0	0	0	0	0	0	0	1	0
748	P84243__H3F3A_HIST3H3_H3F3C	0	1	1	0	0	0	2	1	2	0	2	0
749	Q9BYD3__MRPL4	0	0	0	0	1	0	0	0	0	0	0	0
750	P36954__POLR2I	0	0	1	1	0	0	0	0	0	0	0	0
751	Q9BRG1__VPS25	0	0	0	0	0	0	0	1	0	0	0	0
752	K7ELC2__RPS15	0	0	0	0	1	0	0	1	0	0	0	0
753	K7ELG9__LSM12	0	0	0	1	0	1	0	0	0	0	0	0
754	K7ELJ7__CAPNS1	0	0	0	1	0	0	0	0	1	0	0	0
755	K7ELL7__PRKCSH	0	2	3	0	2	3	2	2	1	0	1	3
756	P10644__PRKAR1A	0	0	0	0	1	0	0	0	0	0	0	0
757	K7EM18__EIF1_EIF1B	1	0	1	1	1	0	0	2	1	2	0	0
758	Q9BV20__MRI1	0	0	1	1	0	0	0	0	0	0	0	0
759	Q13526__PIN1	2	1	1	2	0	2	1	1	1	2	2	2
760	P61289_2__PSME3	3	2	0	1	5	2	2	2	3	1	2	1
761	O43148_2__RNMT	1	1	0	0	1	0	0	0	1	1	1	0
762	P52888__THOP1	1	1	0	1	1	0	0	2	1	1	1	0
763	O95155__UBE4B	0	0	0	0	0	0	1	0	0	1	0	0
764	Q9BTD8__RBM42	0	0	0	0	0	0	0	0	0	0	0	0
765	P58317__ZNF121	0	1	0	0	0	0	0	0	0	0	0	1
766	Q92804__TAF15	0	1	1	1	1	0	1	2	0	0	0	1
767	Q96EP5__DAZAP1	1	1	1	2	1	1	2	1	0	0	2	1
768	Q9BRP1__PDCD2L	0	0	0	0	0	1	1	1	1	0	0	0
769	O60664__PLIN3	1	1	0	1	1	2	0	1	2	0	1	1
770	Q9NXH9__TRMT1	0	0	0	1	1	0	0	0	1	1	0	2
771	Q9H0R4__HDHD2	0	1	0	1	0	0	0	1	1	0	1	1
772	Q9NVX2__NLE1	0	0	0	0	0	0	0	0	1	1	0	0
773	K7ERV3__TK1	1	0	0	0	0	0	0	0	1	0	0	0
774	P50570__DNM2	1	1	0	1	0	1	2	1	1	1	2	1
775	Q9BQ67__GRWD1	0	0	0	0	1	0	0	0	0	0	0	1
776	M0QXB4__COPE	0	0	1	1	0	1	3	0	1	1	4	0
777	M0QYN0__C19orf10	0	0	1	0	0	0	0	0	0	0	1	1
778	O43615__TIMM44	1	1	0	0	0	0	0	0	1	0	0	0
779	M0QXZ5__ZNF428	0	1	0	0	0	0	0	0	0	0	0	0
780	Q9UPT8__ZC3H4	0	1	0	0	0	0	1	0	0	1	0	1
781	Q99961__SH3GL1	0	0	0	0	0	0	0	1	0	0	0	1
782	M0R2B7__POLD1	1	1	0	0	1	1	2	2	1	0	1	2
783	Q3ZCQ8_2__TIMM50	0	0	0	0	1	0	0	0	0	0	0	0
784	P46782__RPS5	4	0	3	3	3	2	4	3	2	2	1	1
785	P54920__NAPA	0	0	0	0	0	0	0	0	0	1	1	0
786	Q16740__CLPP	0	0	0	0	0	0	1	0	0	0	0	0
787	P09012__SNRPA	1	0	0	0	0	0	0	1	0	0	0	0
788	Q15642__TRIP10	0	0	0	0	0	0	0	0	0	0	0	0
789	O00116__AGPS	1	1	0	2	0	1	2	1	0	0	1	0
790	O00151__PDLIM1	0	2	0	1	1	1	1	2	0	0	1	0
791	O00170__AIP	0	0	0	1	1	1	1	0	1	2	0	1
792	O00178__GTPBP1	0	1	0	0	0	0	0	1	0	1	0	0
793	O00231_2__PSMD11	1	3	1	3	0	1	1	1	1	1	1	1
794	O00232__PSMD12	0	0	0	1	0	0	0	0	0	1	0	0
795	O00264__PGRMC1	0	0	0	0	1	0	1	0	0	0	2	0
796	O00273__DFFA	1	0	0	0	0	0	0	1	0	0	0	0
797	O00299__CLIC1	1	2	1	2	1	1	1	2	4	2	3	2
798	O00410_3__IPO5	3	3	2	6	5	5	9	7	6	5	3	7
799	O00425__IGF2BP3	3	0	1	2	1	0	1	2	2	2	3	2
800	O00429_6__DNM1L	1	0	0	0	1	1	4	1	1	1	2	1
801	O00442_2__RTCD1	0	0	0	0	1	0	0	0	0	0	0	0
802	O00487__PSMD14	1	1	0	1	1	2	1	1	1	1	1	0
803	O00560__SDCBP	0	0	0	0	0	0	0	1	0	1	0	0
804	O00567__NOP56	0	0	0	2	0	2	1	2	0	0	1	0
805	O00571__DDX3X_DDX3Y	8	7	5	3	6	4	6	4	4	4	2	4
806	O00625__PIR	0	1	0	0	0	0	0	0	0	0	0	0
807	O00629__KPNA4	0	0	1	1	0	0	0	0	0	0	1	1
808	O14545__TRAFD1	0	0	0	0	0	0	0	0	0	0	0	0
809	O14602__EIF1AY_EIF1AX	1	0	1	1	0	1	1	0	1	0	0	1
810	O14737__PDCD5	4	3	2	2	5	6	2	4	3	4	5	1
811	O14773__TPP1	0	0	0	0	0	0	0	0	0	1	0	0
812	O14776__TCERG1	1	0	0	0	0	0	1	1	0	0	2	0
813	O14818__PSMA7_PSMA8	1	1	2	0	1	2	1	2	1	1	0	2
814	O14828__SCAMP3	0	0	0	1	0	1	1	1	1	0	0	0
815	Q5VV89__MGST3	1	0	0	1	0	0	0	0	1	1	1	0
816	O14907__TAX1BP3	0	0	0	0	0	0	0	0	1	0	0	0
817	O14929__HAT1	0	0	0	2	0	1	2	1	2	2	0	0
818	O14964__HGS	1	2	0	1	1	2	1	0	1	0	0	1
819	O14974__PPP1R12A	1	0	0	0	0	1	1	1	0	0	0	0
820	O14979__HNRPDL	2	3	3	4	2	1	3	4	3	4	5	4
821	O14980__XPO1	4	1	3	3	1	4	1	3	2	4	3	3
822	O15067__PFAS	2	4	2	2	3	2	1	1	3	2	0	3
823	O15069__NACAD	0	0	0	0	0	0	0	0	0	0	0	0
824	O15126__SCAMP1	0	0	0	1	0	0	0	0	0	0	0	0
825	O15127__SCAMP2	0	0	0	1	0	0	0	0	0	0	0	0
826	O15160__POLR1C	0	1	0	1	0	0	0	0	0	0	0	0
827	O15173__PGRMC2	0	1	0	0	1	0	1	0	0	0	1	0
828	O15212__PFDN6	1	0	0	0	1	0	1	0	0	1	0	0
829	O15294__OGT	0	0	0	1	0	0	0	0	0	0	1	1
830	O15355__PPM1G	0	0	3	2	1	1	0	1	3	1	0	1
831	O15381__NVL	0	0	0	1	0	0	0	1	1	1	0	0
832	O15400__STX7	1	1	0	0	1	1	1	0	2	0	0	0
833	O43143__DHX15	4	4	0	4	6	3	4	4	6	3	3	3
834	O43172__PRPF4	1	0	0	0	0	1	0	0	0	0	0	0
835	O43175__PHGDH	7	12	5	10	9	9	11	9	11	8	10	7
836	O43242__PSMD3	1	1	1	3	1	1	2	4	1	2	2	1
837	O43251_8__	0	0	0	0	0	0	0	0	1	0	0	0
838	O43390_2__HNRNPR	3	6	3	4	3	2	6	5	4	3	3	3
839	Q5JWU6__TPD52L2	3	1	0	0	0	1	3	2	0	1	2	1
840	O43447__PPIH	0	0	1	1	0	0	0	0	0	0	1	1
841	O43592__XPOT	0	0	0	0	0	0	0	0	1	2	0	0
842	O43678__NDUFA2	0	0	0	1	0	0	0	0	0	0	0	0
843	O43707__ACTN4	6	3	5	7	10	6	7	8	5	5	6	3
844	O43765__SGTA	3	3	0	1	2	3	1	2	2	1	1	2
845	O43805__SSNA1	0	0	0	0	0	1	0	0	0	0	0	0
846	O43809__NUDT21	1	2	0	2	1	2	0	1	4	1	0	2
847	O43852_3__CALU	0	2	2	0	0	0	1	0	1	1	0	0
848	O60216__RAD21	0	1	0	1	2	1	0	0	0	1	1	0
849	O60220__TIMM8A	1	0	0	0	0	0	0	0	0	0	0	0
850	O60264__SMARCA5	0	2	0	1	0	0	1	1	0	0	0	1
851	O60271__SPAG9	1	2	0	0	1	0	1	0	3	2	1	0
852	O60306__AQR	0	0	0	0	0	0	1	0	0	0	0	0
853	O60343__TBC1D4	1	2	1	1	2	2	1	2	1	1	1	2
854	O60493__SNX3	2	1	1	2	0	0	0	0	0	1	0	0
855	O60506__SYNCRIP	7	7	4	4	6	5	6	8	4	6	9	3
856	O60701__UGDH	2	0	0	1	1	0	1	2	1	2	0	3
857	O60841__EIF5B	2	0	1	0	0	0	0	0	1	0	1	0
858	O60869__EDF1	1	1	1	1	2	0	2	0	1	1	1	0
859	O60884__DNAJA2	1	0	0	1	0	0	0	1	0	1	0	0
860	O60888_2__CUTA	1	1	0	1	2	1	0	1	1	2	1	1
861	O75083__WDR1	0	0	1	0	1	3	1	0	2	1	0	0
862	O75131__CPNE3	3	0	0	1	1	3	2	0	1	1	3	3
863	O75146__HIP1R	1	0	0	0	1	0	0	0	0	0	1	0
864	O75340__PDCD6	0	0	0	1	0	0	0	0	1	1	1	0
865	O75348__ATP6V1G1_ATP6V1G2_DDX39B_ATP6V1G2	0	0	1	0	0	1	0	1	1	1	1	1
866	O75367__H2AFY	1	2	1	2	3	4	3	3	2	3	2	2
867	O75368__SH3BGRL	0	0	0	0	1	0	0	0	0	1	1	0
868	O75369_8__FLNB	2	1	1	1	3	5	2	3	1	2	2	1
869	O75396__SEC22B	2	0	0	1	1	1	1	0	0	1	0	0
870	O75400__PRPF40A	1	1	1	0	1	1	0	0	0	0	1	1
871	O75436__VPS26A	1	1	0	1	1	1	1	0	0	0	1	1
872	O75438__NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0
873	O75439__PMPCB	0	0	2	0	0	0	1	1	0	0	0	0
874	O75475__PSIP1	2	1	0	2	2	2	1	1	0	1	2	1
875	O75489__NDUFS3	1	0	0	1	1	0	4	0	1	1	1	0
876	O75531__BANF1	1	1	3	1	0	1	1	0	1	1	0	1
877	O75533__SF3B1	2	3	0	4	1	2	3	2	3	2	5	2
878	O75607__NPM3	1	3	1	0	0	1	2	1	1	2	1	1
879	O75643__SNRNP200	3	3	2	7	1	3	1	6	1	4	4	5
880	O75683__SURF6	0	0	1	0	0	1	0	1	0	0	0	0
881	O75691__UTP20	0	0	0	0	0	0	0	0	0	0	0	0
882	O75694__NUP155	1	2	0	1	2	1	0	0	3	0	0	0
883	O75792__RNASEH2A	1	1	1	0	1	1	0	1	0	0	0	0
884	O75794__CDC123	1	0	0	0	0	1	1	1	0	1	1	0
885	O75821__EIF3G	3	3	0	2	1	2	2	2	2	2	1	3
886	O75844__ZMPSTE24	1	0	0	0	1	0	1	0	0	0	1	0
887	O75874__IDH1	0	0	0	0	3	0	0	0	0	0	0	0
888	O75915__ARL6IP5	0	0	0	1	0	1	0	2	0	0	0	0
889	O75934__BCAS2	0	1	0	1	1	1	0	0	2	0	1	0
890	O75937__DNAJC8	0	0	0	0	1	1	2	2	3	1	0	1
891	O75940__SMNDC1	1	0	0	0	0	0	0	0	0	0	1	1
892	O75947__ATP5H	2	2	0	1	2	2	1	1	0	0	1	2
893	O76003__GLRX3	1	1	0	1	2	2	2	1	1	1	0	0
894	O76071__CIAO1	0	1	0	0	1	0	0	2	2	0	0	0
895	O76094__SRP72	0	1	0	1	0	1	0	1	1	1	0	1
896	O94760__DDAH1	1	0	0	2	0	0	0	1	0	0	0	0
897	O94776__MTA2	0	1	0	0	0	0	0	0	0	0	0	1
898	O94813__SLIT2	1	2	1	0	2	2	0	0	1	2	0	1
899	O94826__TOMM70A	2	0	0	1	2	0	0	1	0	0	1	1
900	O94874__UFL1	0	0	0	0	0	0	0	0	0	1	0	0
901	O94888__UBXN7	0	0	0	1	0	0	0	1	1	0	0	0
902	O94906__PRPF6	0	0	0	0	0	0	0	0	0	1	0	0
903	O95163__IKBKAP	0	1	0	0	0	1	1	0	0	0	1	0
904	O95168__NDUFB4	0	1	0	0	1	0	0	0	0	0	1	0
905	O95202__LETM1	0	0	0	2	1	0	1	0	0	1	1	0
906	O95218__ZRANB2	0	1	0	1	0	1	0	0	1	0	0	0
907	O95219__SNX4	0	0	0	0	0	0	0	0	0	0	0	1
908	O95295__SNAPIN	0	0	0	1	2	1	0	0	0	0	0	0
909	O95336__PGLS	2	2	0	0	2	1	0	1	2	0	1	0
910	O95347__SMC2	0	0	0	0	0	0	0	1	0	0	0	0
911	O95373__IPO7	2	4	0	3	2	3	3	4	0	3	2	4
912	O95456__PSMG1	2	2	1	1	2	1	1	1	1	0	1	0
913	O95486__SEC24A	0	2	0	0	0	0	0	0	0	0	1	0
914	O95573__ACSL3	1	1	0	1	0	0	0	0	0	1	0	1
915	O95747__OXSR1	1	1	1	0	0	0	0	2	0	0	0	1
916	O95782__AP2A1_AP2A2	1	0	0	0	0	1	0	0	0	0	1	1
917	O95793__STAU1	0	0	0	0	0	0	0	0	0	0	0	0
918	O95831__AIFM1	1	0	0	3	0	1	1	1	0	1	1	1
919	O95881__TXNDC12	0	0	0	0	1	0	1	0	1	0	0	0
920	O95905_3__ECD	1	0	0	0	0	0	0	1	0	0	0	0
921	O96006__ZBED1	1	1	0	0	0	0	0	0	1	1	0	0
922	O96007__MOCS2	0	0	0	0	0	0	0	0	0	0	0	0
923	O96008__TOMM40	0	0	0	1	0	2	0	0	1	1	0	0
924	O96019__ACTL6A	0	0	1	1	1	1	1	0	3	1	0	0
925	P00330__ADH1	0	0	0	0	0	0	4	2	3	2	0	0
926	P00338_3__LDHA	4	9	2	8	8	6	6	3	7	4	5	7
927	P00367__GLUD1_GLUD2	1	1	0	2	2	2	2	1	1	3	2	0
928	P00374__DHFR	0	0	0	0	0	1	1	0	1	0	0	0
929	P00387_3__CYB5R3	0	0	0	2	0	0	0	0	0	0	0	1
930	P00390__GSR	1	1	0	2	1	1	1	0	0	1	0	2
931	P00403__MT_CO2	1	0	0	2	1	0	1	1	0	1	2	1
932	P00441__SOD1	7	3	5	7	1	2	7	6	6	6	6	5
933	P00489__PYGM	1	1	0	1	0	1	2	3	8	5	1	0
934	P00491__PNP	1	2	0	0	1	1	1	1	0	1	2	0
935	P00492__HPRT1	4	3	2	4	1	6	3	4	1	4	3	4
936	P00505__GOT2	0	2	2	1	2	3	3	2	2	5	3	4
937	P00558__PGK1	20	12	7	13	10	13	15	16	12	18	14	12
938	Q5T9B7__AK1	0	0	0	0	0	0	0	0	1	0	0	0
939	P00846__MT_ATP6	0	0	0	0	0	1	1	1	0	0	0	1
940	P00918__CA2	3	3	4	3	3	5	5	4	3	2	2	5
941	P00924__ENO1	0	0	0	0	0	0	3	0	1	1	0	0
942	P01111__NRAS	0	0	0	0	0	0	0	0	0	0	0	1
943	P02786__TFRC	1	1	0	2	0	3	1	2	1	1	0	1
944	P13640__MT1G_MT2A_MT1X_MT1E_MT1M	0	1	0	0	1	0	0	0	0	0	1	0
945	P04040__CAT	0	0	0	0	0	0	0	1	0	0	0	0
946	P04075__ALDOA	20	16	14	19	15	21	26	26	21	20	28	25
947	P04181__OAT	1	0	3	2	3	2	0	4	3	0	3	2
948	P04350__TUBB4A	0	0	0	0	0	0	1	0	1	1	0	0
949	P04406__GAPDH	22	21	18	19	24	21	27	19	25	20	25	27
950	P04637__TP53	1	0	1	1	0	2	2	1	1	0	0	0
951	P04843__RPN1	2	0	3	1	0	2	4	0	3	2	5	2
952	P04844__RPN2	1	1	0	0	1	0	0	1	2	1	2	0
953	P04908__HIST1H2AB_HIST3H2A_HIST1H2AC	1	1	1	2	0	1	1	1	0	2	2	0
954	P05141__SLC25A5	1	4	2	1	1	2	1	3	3	4	3	2
955	P05198__EIF2S1	0	0	0	1	1	0	1	0	2	1	0	1
956	P05204__HMGN2	2	8	1	2	5	9	2	7	10	5	6	7
957	P05386__RPLP1	4	4	2	4	0	3	4	4	4	2	6	2
958	P05387__RPLP2	4	8	4	5	5	5	10	6	9	4	5	9
959	P05388__RPLP0_RPLP0P6	2	3	7	6	4	9	6	5	5	6	5	5
960	P05556_3__ITGB1	0	1	1	0	0	0	1	2	0	0	1	0
961	P06493__CDK1	4	1	0	1	0	2	3	2	2	0	1	1
962	P06576__ATP5B	7	10	10	11	7	6	10	14	11	11	16	9
963	P06730_2__EIF4E	1	2	0	0	2	1	1	1	2	2	1	1
964	P06732__CKM	0	0	0	0	0	1	0	0	0	0	0	0
965	P06733__ENO1	29	24	20	30	38	38	39	46	51	33	38	33
966	P06737__PYGL	2	2	0	1	1	1	3	2	2	0	1	1
967	P06744_2__GPI	3	5	0	5	8	6	4	5	6	6	4	3
968	P06748__NPM1	8	10	2	9	6	7	16	10	10	10	7	10
969	P06753_2__TPM3	4	6	2	6	4	5	3	0	3	3	4	2
970	P06899__HIST1H2BJ_HIST1H2BO_HIST1H2BB_HIST2H2BE	1	2	0	2	1	0	1	2	0	1	1	2
971	P07108_6__DBI	0	0	0	0	0	0	0	0	0	1	0	0
972	P07195__LDHB	9	9	8	13	9	10	8	10	9	9	8	9
973	P07237__P4HB	10	7	3	12	7	6	5	6	7	10	10	10
974	P07339__CTSD	1	2	2	0	1	0	1	0	1	3	1	1
975	P07355_2__ANXA2_ANXA2P2	4	2	3	8	4	3	5	1	5	3	4	3
976	P07437__TUBB	9	6	3	5	10	5	6	8	12	5	7	6
977	P07737__PFN1	5	8	5	3	6	6	5	8	5	6	7	7
978	P07741__APRT	4	0	1	7	3	6	4	3	2	4	0	6
979	P07814__EPRS	4	8	3	8	6	2	8	5	9	7	12	9
980	P07858__CTSB	0	0	0	0	0	1	0	1	0	0	0	1
981	P07900_2__HSP90AA1	16	15	11	17	17	15	11	16	19	16	15	19
982	P07919__UQCRH	0	1	0	0	0	0	0	0	0	1	0	0
983	P07954__FH	1	2	1	2	1	1	1	2	1	0	3	1
984	P08107__HSPA1A	89	91	43	67	89	76	87	88	77	62	82	83
985	P08238__HSP90AB1_HSP90AB3P	24	23	12	20	24	24	28	24	20	21	28	28
986	P08243__ASNS	0	0	2	2	0	0	1	0	1	1	1	0
987	P08559_4__PDHA1	0	0	0	0	0	2	0	0	0	1	1	0
988	P08574__CYC1	1	0	0	1	0	0	0	1	1	0	0	0
989	P08621__SNRNP70	0	0	1	1	1	2	1	0	4	2	1	1
990	P08670__VIM	10	8	6	15	11	10	8	13	10	10	14	8
991	P08708__RPS17_RPS17L	2	1	1	3	2	3	2	2	1	1	4	3
992	P08754__GNAI3	0	1	0	0	0	0	0	0	2	1	0	1
993	P08758__ANXA5	3	3	4	4	5	4	9	6	4	4	3	5
994	P09211__GSTP1	2	1	2	5	1	4	6	2	5	8	4	7
995	P09234__SNRPC	0	1	0	2	0	0	0	1	1	0	0	0
996	P09429__HMGB1	1	3	3	2	1	2	3	7	2	4	3	3
997	P09622__DLD	3	2	2	2	2	0	1	4	3	3	2	2
998	P09661__SNRPA1	3	2	2	3	1	1	4	2	2	2	2	2
999	P09874__PARP1	13	7	10	15	10	10	13	16	16	18	12	11
1000	P09936__UCHL1	6	7	3	6	4	4	2	5	6	7	5	3
1001	P09960__LTA4H	2	3	3	1	2	2	3	1	1	0	1	2
1002	P09972__ALDOC	2	3	1	3	2	2	3	1	2	3	3	3
1003	P0C0E4__RAB40AL_RAB40A	0	0	0	0	0	0	0	1	0	0	0	0
1004	P0C0S5__H2AFZ_H2AFV	1	1	0	3	0	0	1	0	1	0	2	0
1005	P10155__TROVE2	1	0	0	1	2	2	1	1	1	2	1	1
1006	P10412__HIST1H1E_HIST1H1D	1	1	1	1	1	1	1	2	1	1	0	0
1007	P10599__TXN	2	0	3	2	2	1	2	3	2	2	4	2
1008	P10606__COX5B	1	1	0	0	0	0	0	0	0	1	1	0
1009	P10768__ESD	3	1	1	1	0	4	2	2	0	1	0	0
1010	P10809__HSPD1	28	20	16	26	18	15	15	28	15	17	16	27
1011	P11021__HSPA5	7	13	6	8	7	4	8	3	9	8	11	9
1012	P11047__LAMC1	0	0	0	0	1	0	0	0	0	0	0	0
1013	P11142__HSPA8	14	5	6	13	9	15	7	5	15	11	12	13
1014	P11172__UMPS	0	0	1	0	2	1	0	1	1	1	0	1
1015	P11177__PDHB	1	2	1	1	2	3	4	2	3	3	3	3
1016	P11182__DBT	0	0	0	0	0	1	0	0	0	0	0	0
1017	P11216__PYGB	0	1	0	0	0	1	0	0	1	0	1	0
1018	P11233__RALA_RALB	1	0	0	0	0	0	1	1	1	2	0	0
1019	P11279__LAMP1	1	0	0	1	0	0	0	0	1	1	1	1
1020	P11388_4__TOP2A	0	2	0	2	0	1	0	0	0	0	1	0
1021	Q5HY81__UBL4A	1	1	0	0	0	0	0	0	1	0	0	0
1022	P11717__IGF2R	0	0	0	0	0	0	1	0	0	1	0	1
1023	P11766__ADH5	0	0	0	1	0	0	2	0	1	0	1	0
1024	P11908_2__PRPS2_PRPS1	2	1	0	1	3	1	0	0	1	2	1	1
1025	P11940__PABPC1_PABPC3	10	9	8	5	7	9	6	10	1	3	3	7
1026	P12004__PCNA	4	2	4	4	2	2	4	1	4	1	3	2
1027	P12235__SLC25A4	0	1	0	0	0	0	0	1	0	1	0	0
1028	P12236__SLC25A6	1	0	1	1	1	0	0	1	0	1	0	0
1029	P12268__IMPDH2	5	8	1	8	5	5	5	7	7	6	4	5
1030	P12270__TPR	2	2	0	3	1	3	1	1	3	3	2	2
1031	P12273__PIP	0	0	0	0	2	2	0	0	0	0	0	0
1032	P12277__CKB	22	15	10	20	24	20	27	21	20	18	16	18
1033	P12532_2__CKMT1A_CKMT1B	0	2	0	1	2	1	3	0	0	1	2	1
1034	P12955__PEPD	1	1	0	0	0	1	1	0	0	0	0	2
1035	P12956__XRCC6	1	6	2	9	6	3	9	8	7	9	3	3
1036	P13010__XRCC5	5	5	3	5	3	7	3	8	4	9	7	4
1037	P13489__RNH1	3	2	4	5	2	3	4	3	4	4	2	7
1038	P13639__EEF2	23	23	16	29	21	25	25	26	22	24	29	20
1039	P13667__PDIA4	6	2	4	1	4	3	3	2	4	1	0	3
1040	P13674__P4HA1	1	0	1	1	0	1	0	0	0	0	0	1
1041	Q5W0H4__TPT1	1	0	1	0	0	1	0	0	1	0	0	0
1042	P13797__PLS3	4	1	6	13	10	6	2	8	4	8	12	8
1043	P13804__ETFA	2	1	3	3	2	2	2	3	2	0	2	1
1044	P13861__PRKAR2A	2	1	1	3	0	3	2	2	1	2	2	3
1045	P14174__MIF	2	0	1	1	2	2	2	3	1	0	2	3
1046	P14209__CD99	1	0	1	0	0	0	1	0	0	0	1	0
1047	P14550__AKR1A1	2	1	0	2	1	2	0	0	2	1	1	0
1048	P14618__PKM2	16	21	8	16	18	15	15	15	20	19	17	18
1049	P14625__HSP90B1	10	7	6	12	10	11	13	6	10	9	10	12
1050	P14635__CCNB1	0	0	0	0	0	0	0	0	0	1	1	0
1051	P14735__IDE	1	0	0	0	0	0	1	1	0	1	0	0
1052	P14854__COX6B1	2	2	0	3	2	1	1	1	1	0	0	2
1053	P14866__HNRNPL	5	2	4	12	6	6	6	9	3	4	6	7
1054	P14868__DARS_DKFZp781B11202	1	1	1	1	2	0	2	1	3	2	3	2
1055	P14923__JUP	0	2	0	0	0	0	1	0	2	1	1	0
1056	P15121__AKR1B1	0	1	0	0	1	0	0	0	3	0	1	2
1057	P15374__UCHL3	1	2	2	2	0	0	0	1	1	0	0	0
1058	P15531_2__NME1	1	0	0	1	0	0	0	0	0	0	0	0
1059	P15924__DSP	1	0	0	0	0	0	0	1	0	0	0	0
1060	P15927_3__RPA2	0	1	0	2	0	1	0	1	1	0	1	0
1061	P16104__H2AFX_HIST1H2AA	9	7	3	5	8	7	5	2	8	8	9	10
1062	P16152__CBR1	4	4	0	2	3	3	5	4	2	1	3	1
1063	P16403__HIST1H1C	3	1	2	3	2	4	2	1	5	4	3	4
1064	P16435__POR	1	0	0	0	0	0	0	0	0	0	1	0
1065	P16615__ATP2A2_ATP2A1	1	2	1	0	1	1	0	1	1	0	1	0
1066	P16949__STMN1	8	7	5	10	8	8	6	5	5	8	10	2
1067	P16989__CSDA	1	1	0	0	1	1	0	1	1	1	1	1
1068	P17066__HSPA6	1	1	1	2	2	1	1	2	2	2	1	2
1069	P17174__GOT1	2	2	0	1	1	3	4	1	3	1	2	2
